DNA_plate	DNA_well	sid	phylo_entropy	quadratic	unrooted_pd	rooted_pd	bwpd
P10	E7	S917	3.07404	0.893351	113.296	113.296	2.09223
P10	E8	S925	3.30217	0.972257	118.641	118.641	2.254
P10	E9	S933	3.21109	0.948661	108.822	108.822	2.212
P10	F10	S942	3.15897	0.856796	124.414	124.414	1.92603
P10	F11	S950	1.91258	0.731899	11.2432	11.3059	1.77294
P10	F12	S958	1.94918	0.799151	9.19246	9.19246	1.89882
P10	F1	S870	3.40809	0.93539	122.716	122.716	2.10863
P10	F2	S878	3.50387	0.974586	131.78	131.78	2.19806
P10	F3	S886	3.45152	0.936883	129.395	129.395	2.1072
P10	F4	S894	3.07423	0.848434	110.407	110.407	1.91147
P10	F5	S902	3.26515	0.909509	114.905	114.905	2.05889
P10	F6	S910	3.01959	0.922753	94.7662	94.7662	2.16522
P10	F7	S918	1.35659	0.345698	71.6114	71.6114	0.732166
P10	F8	S926	3.32254	0.921653	131.445	131.445	2.04601
P10	F9	S934	3.33801	0.952282	115.362	115.362	2.16977
P10	G10	S943	3.10557	0.900846	113.13	113.13	2.06535
P10	G11	S951	2.57967	0.915566	17.5067	17.5067	2.18046
P10	G12	S959	2.5782	0.907377	17.6124	17.6124	2.09279
P10	G1	S871	3.12743	0.858264	119.329	119.329	1.93784
P10	G2	S879	2.00338	0.704697	75.8329	75.8329	1.81236
P10	G3	S887	3.27	0.863453	134.031	134.031	1.91505
P10	G4	S895	3.06625	0.869664	123.808	123.808	2.01932
P10	G5	S903	3.42486	0.94941	121.53	121.53	2.17396
P10	G6	S911	2.92364	0.854165	109.06	109.06	2.03984
P10	G7	S919	3.01629	0.914245	118.817	118.817	2.23051
P10	G8	S927	3.2821	0.869176	127.111	127.111	1.98194
P10	G9	S935	3.05191	0.884386	105.086	105.086	2.06388
P10	H10	S944	3.02637	0.874352	121.684	121.684	2.02895
P10	H11	S952	2.84756	0.921263	26.7715	26.7715	2.07504
P10	H12	S960	2.31258	0.825198	14.3687	14.3687	1.88404
P10	H1	S872	3.47181	0.928447	127.134	127.134	2.0825
P10	H2	S880	3.25388	0.872213	125.485	125.485	1.97367
P10	H3	S888	3.01414	0.829455	121.638	121.638	1.90334
P10	H4	S896	3.2954	0.942308	134.645	134.645	2.19569
P10	H5	S904	3.2797	0.910587	125.421	125.421	2.08727
P10	H6	S912	3.30793	0.9095	118.045	118.045	2.0662
P10	H7	S920	3.6252	0.978297	135.33	135.33	2.19312
P10	H8	S928	2.99674	0.895667	118.591	118.591	2.23031
P10	H9	S936	3.21349	0.910649	127.181	127.181	2.11183
P1	A10	S73	3.15481	0.968483	121.599	121.599	2.29722
P1	A11	S81	3.16625	0.923484	109.63	109.63	2.13685
P1	A12	S89	3.41368	0.915112	136.165	136.165	2.06976
P1	A1	S1	1.86488	0.725559	9.62971	9.69244	1.70163
P1	A2	S9	3.07976	0.925511	113.075	113.075	2.1521
P1	A3	S17	3.33941	0.943454	133.422	133.422	2.15748
P1	A4	S25	3.12744	0.959071	109.573	109.573	2.28977
P1	A5	S33	3.17906	0.867555	121.801	121.801	1.9885
P1	A6	S41	3.44616	0.954589	130.183	130.183	2.14313
P1	A7	S49	3.62328	0.996377	131.625	131.625	2.21702
P1	A8	S57	3.22918	0.918728	112.923	112.923	2.13129
P1	A9	S65	3.062	0.893948	108.876	108.876	2.02067
P1	B10	S74	3.45476	0.973647	135.46	135.46	2.19773
P1	B11	S82	3.34446	0.879509	134.077	134.077	1.96619
P1	B12	S90	3.39346	0.929344	135.491	135.491	2.06696
P1	B1	S2	3.37822	0.897354	134.683	134.683	2.0195
P1	B2	S10	3.46304	0.948576	137.07	137.07	2.16067
P1	B3	S18	3.4104	0.944922	135.963	135.963	2.12492
P1	B4	S26	3.35609	0.904691	134.732	134.732	2.01509
P1	B5	S34	3.25755	0.983874	123.854	123.854	2.37666
P1	B6	S42	3.21478	0.948302	107.873	107.873	2.15835
P1	B7	S50	3.40818	0.978362	128.889	128.889	2.23725
P1	B8	S58	3.30048	0.950467	114.346	114.346	2.1556
P1	B9	S66	3.20089	0.922955	117.752	117.752	2.14609
P1	C10	S75	3.43864	0.967027	124.473	124.473	2.1776
P1	C11	S83	3.31353	0.924282	118.969	118.969	2.12152
P1	C12	S91	3.35662	0.947618	124.146	124.146	2.13175
P1	C1	S3	3.21807	0.946905	105.488	105.488	2.16417
P1	C2	S11	3.1244	0.887527	113.739	113.739	2.06873
P1	C3	S19	3.25243	0.892491	124.792	124.792	2.03437
P1	C4	S27	3.01091	0.833518	111.402	111.402	1.91004
P1	C5	S35	3.21971	0.898433	116.025	116.025	2.07865
P1	C6	S43	3.19561	0.952948	116.427	116.427	2.18597
P1	C7	S51	3.3147	0.886485	128.931	128.931	2.01322
P1	C8	S59	3.22581	0.944207	122.344	122.344	2.2063
P1	C9	S67	3.05667	0.91777	121.466	121.466	2.32605
P1	D10	S76	3.35749	0.89698	131.603	131.603	2.02985
P1	D11	S84	3.18961	0.953412	115.517	115.517	2.23369
P1	D12	S92	3.21954	0.930956	124.067	124.067	2.16247
P1	D1	S4	3.27417	0.91504	126.13	126.13	2.10991
P1	D2	S12	3.354	0.984035	117.009	117.009	2.2382
P1	D3	S20	3.34441	0.926766	119.452	119.452	2.11209
P1	D4	S28	3.16761	0.871428	116.528	116.528	1.9998
P1	D5	S36	3.19141	0.876527	125.13	125.13	2.036
P1	D6	S44	3.22938	0.955489	119.791	119.791	2.18786
P1	D7	S52	3.13645	0.889092	107.683	107.683	2.0312
P1	D8	S60	2.97414	0.915608	101.968	101.968	2.37147
P1	D9	S68	3.413	0.948284	126.545	126.545	2.20632
P1	E10	S77	3.28843	0.900481	116.192	116.192	2.05503
P1	E11	S85	3.38798	0.971489	129.975	129.975	2.19443
P1	E12	S93	2.98768	0.945694	100.707	100.707	2.23878
P1	E1	S5	3.0788	0.908024	123.788	123.788	2.13094
P1	E2	S13	3.40459	0.947971	146.262	146.262	2.12133
P1	E3	S21	3.17547	0.941923	104.042	104.042	2.20521
P1	E4	S29	3.40049	1.02228	117.146	117.146	2.37232
P1	E5	S37	2.94961	0.903069	109.33	109.33	2.24088
P1	E6	S45	3.30797	0.922466	128.967	128.967	2.1077
P1	E7	S53	3.33742	1.02477	61.9385	61.9385	2.32477
P1	E8	S61	3.0703	0.917818	120.24	120.24	2.14596
P1	E9	S69	3.23772	0.909981	126.718	126.718	2.07455
P1	F10	S78	3.41416	0.971115	121.504	121.504	2.26599
P1	F11	S86	3.43025	0.969702	139.616	139.616	2.17729
P1	F12	S94	3.5009	0.969283	129.812	129.812	2.17556
P1	F1	S6	3.27427	0.898517	134.462	134.462	2.04791
P1	F2	S14	3.30073	0.994851	100.171	100.171	2.26079
P1	F3	S22	3.04743	0.884201	113.977	113.977	2.03691
P1	F4	S30	3.42788	1.0357	111.069	111.069	2.37163
P1	F5	S38	3.16562	0.901842	122.503	122.503	2.07565
P1	F6	S46	3.18963	0.921474	108.081	108.081	2.12174
P1	F7	S54	3.50626	0.979921	125.061	125.061	2.1933
P1	F8	S62	2.01239	0.683056	55.3917	55.3917	1.74099
P1	F9	S70	3.66501	0.98748	151.307	151.307	2.19854
P1	G10	S79	3.16062	0.937483	119.234	119.234	2.17885
P1	G11	S87	3.41058	0.974369	131.15	131.15	2.24469
P1	G12	S95	3.18546	0.928284	107.615	107.615	2.11976
P1	G1	S7	2.96586	0.903269	112.68	112.68	2.18239
P1	G2	S15	3.34504	1.02324	121.546	121.546	2.39482
P1	G3	S23	3.09338	0.858427	115.996	115.996	1.98188
P1	G4	S31	3.22009	0.880109	127.013	127.013	1.99436
P1	G5	S39	3.39422	0.931767	122.922	122.922	2.05769
P1	G6	S47	3.30839	0.91764	136.302	136.302	2.1021
P1	G7	S55	3.21868	0.904634	123.871	123.871	2.0519
P1	G8	S63	3.33814	0.990977	111.11	111.11	2.27234
P1	G9	S71	3.24421	0.941939	126.924	126.924	2.13462
P1	H10	S80	3.26084	0.96298	113.82	113.82	2.1861
P1	H11	S88	3.18443	0.914474	116.996	116.996	2.08491
P1	H12	S96	3.32177	0.952014	114.004	114.004	2.1702
P1	H1	S8	3.22338	0.913205	123.032	123.032	2.07742
P1	H2	S16	3.17118	0.900853	133.541	133.541	2.09439
P1	H3	S24	3.19834	0.905386	124.283	124.283	2.07189
P1	H4	S32	3.3706	0.910367	123.73	123.73	2.02783
P1	H5	S40	3.28536	0.941714	126.802	126.802	2.14041
P1	H6	S48	3.2879	1.00645	103.526	103.526	2.30864
P1	H7	S56	3.3326	0.954329	117.619	117.619	2.17814
P1	H8	S64	3.30583	0.955826	120.164	120.164	2.2114
P1	H9	S72	3.33789	0.926535	129.915	129.915	2.08819
P2	A10	S169	3.35369	1.03452	114.152	114.152	2.41042
P2	A11	S177	2.97733	0.855207	103.753	103.753	1.98172
P2	A12	S185	3.49869	0.986451	135.148	135.148	2.24842
P2	A1	S97	3.35062	0.987831	122.806	122.806	2.27639
P2	A2	S105	3.40917	1.01508	109.159	109.159	2.31525
P2	A3	S113	3.14581	0.968422	104.08	104.08	2.28557
P2	A4	S121	3.31503	0.972605	123.353	123.353	2.26541
P2	A5	S129	3.37149	0.991598	119.567	119.567	2.24512
P2	A6	S137	3.2287	0.943926	121.268	121.268	2.17082
P2	A7	S145	3.26324	0.916845	118.044	118.044	2.1073
P2	A8	S153	3.04499	0.978211	93.97	93.97	2.32767
P2	A9	S161	3.16875	0.902691	127.209	127.209	2.10262
P2	B10	S170	2.89672	0.929684	105.826	105.826	2.27841
P2	B11	S178	3.35445	1.03377	100.587	100.587	2.35084
P2	B12	S186	3.35828	0.933922	130.254	130.254	2.11029
P2	B1	S98	3.14171	0.869786	125.525	125.525	2.03108
P2	B2	S106	3.28695	0.933156	118.057	118.057	2.14178
P2	B3	S114	3.33424	0.913499	127.526	127.526	2.09022
P2	B4	S122	3.19355	0.915694	112.945	112.945	2.0925
P2	B5	S130	2.80079	0.890136	41.6019	41.6019	2.03755
P2	B6	S138	3.18952	0.963376	111.148	111.148	2.24046
P2	B7	S146	3.41109	0.97181	124.246	124.246	2.19261
P2	B8	S154	3.09264	0.861433	127.726	127.726	2.0023
P2	B9	S162	3.08905	0.954562	105.192	105.192	2.29722
P2	C10	S171	3.3236	0.930325	110.182	110.182	2.12009
P2	C11	S179	3.20635	0.988209	101.806	101.806	2.25069
P2	C12	S187	3.41757	0.929398	140.14	140.14	2.10943
P2	C1	S99	3.2183	0.947688	120.629	120.629	2.18293
P2	C2	S107	3.20007	0.886867	136.593	136.593	2.0091
P2	C3	S115	3.18283	0.864967	124.921	124.921	1.98284
P2	C4	S123	3.35133	0.928015	123.347	123.347	2.08149
P2	C5	S131	3.34117	0.964631	120.011	120.011	2.18947
P2	C6	S139	3.33569	0.97404	115.599	115.599	2.24963
P2	C7	S147	3.08742	0.855522	124.663	124.663	1.99531
P2	C8	S155	3.13062	0.915054	106.867	106.867	2.12767
P2	C9	S163	2.06142	0.711609	51.9789	51.9789	1.80141
P2	D10	S172	2.72651	0.997414	15.9098	15.9098	2.26625
P2	D11	S180	2.81182	1.04574	16.5904	16.5904	2.38782
P2	D12	S188	2.03174	0.979802	6.87605	6.87605	2.45717
P2	D1	S100	0.826584	0.534355	2.4046	2.5384	1.60306
P2	D2	S108	3.57228	1.14378	32.2758	32.2758	2.53739
P2	D3	S116	3.25631	1.13438	21.4701	21.4701	2.53868
P2	D4	S124	2.28508	0.878268	12.3713	12.3713	2.02863
P2	D5	S132	3.30742	1.19786	19.8389	19.8389	2.71163
P2	D6	S140	1.90899	0.776863	9.31967	9.3824	1.86403
P2	D7	S148	2.01323	0.742612	12.7714	12.8342	1.77194
P2	D8	S156	2.87617	0.959602	20.6202	20.6202	2.10251
P2	D9	S164	2.8429	1.01786	20.0506	20.0506	2.34925
P2	E10	S173	3.37596	0.889415	139.309	139.309	2.0232
P2	E11	S181	3.07349	0.995644	101.699	101.699	2.42326
P2	E12	S189	3.39903	0.968935	130.719	130.719	2.19336
P2	E1	S101	3.20725	0.973645	119.837	119.837	2.29319
P2	E2	S109	3.1691	0.907849	121.899	121.899	2.06978
P2	E3	S117	3.20447	1.01831	106.834	106.834	2.45157
P2	E4	S125	3.14222	0.89357	119.653	119.653	2.07263
P2	E5	S133	3.35289	0.968466	133.816	133.816	2.20113
P2	E6	S141	3.20417	0.962484	90.9492	90.9492	2.18764
P2	E7	S149	2.95503	0.821505	110.775	110.775	1.87036
P2	E8	S157	3.29455	0.913753	120.05	120.05	2.08937
P2	E9	S165	3.44172	1.02766	105.828	105.828	2.3295
P2	F10	S174	3.12068	0.948425	112.517	112.517	2.23748
P2	F11	S182	3.3675	1.00854	114.039	114.039	2.3247
P2	F12	S190	3.26097	0.983803	116.09	116.09	2.28904
P2	F1	S102	3.42558	0.99205	124.078	124.078	2.27724
P2	F2	S110	3.44588	0.955728	137.588	137.588	2.14346
P2	F3	S118	3.33167	0.996156	114.111	114.111	2.29467
P2	F4	S126	3.28218	0.964096	101.369	101.369	2.22824
P2	F5	S134	3.20212	0.916975	128.005	128.005	2.12125
P2	F6	S142	3.41701	0.971839	122.94	122.94	2.21396
P2	F7	S150	3.24628	0.98633	112.52	112.52	2.30055
P2	F8	S158	3.1496	0.916885	114.618	114.618	2.115
P2	F9	S166	3.44077	0.985339	111.913	111.913	2.26778
P2	G10	S175	3.22114	0.878387	130.959	130.959	2.00416
P2	G11	S183	3.14407	0.877679	113.351	113.351	2.02659
P2	G12	S191	3.18933	0.939622	121.831	121.831	2.20778
P2	G1	S103	3.45409	0.93669	135	135	2.12171
P2	G2	S111	3.13953	0.954753	104.356	104.356	2.25435
P2	G3	S119	3.2036	0.997398	103.175	103.175	2.28647
P2	G4	S127	3.03316	0.874669	114.706	114.706	1.99925
P2	G5	S135	3.19141	0.92367	113.471	113.471	2.09972
P2	G6	S143	3.49969	0.980491	134.859	134.859	2.24273
P2	G7	S151	3.25901	0.934402	143.532	143.532	2.20735
P2	G8	S159	3.12991	0.932903	109.27	109.27	2.18276
P2	G9	S167	3.21155	0.989106	104.359	104.359	2.34066
P2	H10	S176	2.94912	1.00574	22.2618	22.2618	2.26274
P2	H11	S184	2.7394	0.920885	26.446	26.446	2.10379
P2	H12	S192	2.91642	1.03265	17.5191	17.5191	2.29291
P2	H1	S104	3.12234	0.911129	122.482	122.482	2.11853
P2	H2	S112	3.22169	0.903594	117.132	117.132	2.05704
P2	H3	S120	3.12871	0.888089	127.511	127.511	2.08237
P2	H4	S128	3.56113	0.991354	122.13	122.13	2.22383
P2	H5	S136	3.26583	0.952374	107.156	107.156	2.19343
P2	H6	S144	3.13271	0.830192	139.026	139.026	1.91192
P2	H7	S152	3.32695	0.985003	120.337	120.337	2.27548
P2	H8	S160	3.12883	0.938011	93.0053	93.0053	2.12106
P2	H9	S168	2.63121	0.914525	19.9365	19.9365	2.07891
P3	A10	S265	3.19958	0.855073	137.812	137.812	1.97573
P3	A11	S273	3.08544	0.86433	114.926	114.926	1.96416
P3	A12	S281	3.65685	1.04855	118.695	118.695	2.39721
P3	A1	S193	3.54504	0.960221	128.417	128.417	2.15381
P3	A2	S201	3.64928	0.97833	139.522	139.522	2.15111
P3	A3	S209	3.1416	0.921512	121.703	121.703	2.1626
P3	A4	S217	3.51767	0.920587	137.433	137.433	2.04458
P3	A5	S225	3.8825	1.05111	134.035	134.035	2.31441
P3	A6	S233	3.04069	0.848041	119.858	119.858	1.95911
P3	A7	S241	3.49292	0.926494	124.485	124.485	2.06006
P3	A8	S249	3.48992	0.99974	111.723	111.723	2.27557
P3	A9	S257	3.17923	0.874012	119.27	119.27	1.99072
P3	B10	S266	3.36059	0.883229	138.6	138.6	1.98999
P3	B11	S274	2.77536	0.878281	100.93	100.93	2.2373
P3	B12	S282	3.35778	0.871863	135.858	135.858	1.97327
P3	B1	S194	3.28915	0.913112	127.383	127.383	2.04701
P3	B2	S202	3.54197	0.974444	132.812	132.812	2.1847
P3	B3	S210	3.12911	0.927337	115.966	115.966	2.22169
P3	B4	S218	3.50791	0.949119	126.951	126.951	2.13136
P3	B5	S226	3.61902	0.920873	144.783	144.783	2.00898
P3	B6	S234	3.32663	0.902259	121.762	121.762	2.03524
P3	B7	S242	3.3305	0.905689	130.88	130.88	2.06998
P3	B8	S250	3.44241	0.922598	131.185	131.185	2.06813
P3	B9	S258	3.19669	0.956852	108.459	108.459	2.25619
P3	C10	S267	3.30996	0.888811	132.438	132.438	2.00183
P3	C11	S275	3.23679	0.824396	139.779	139.779	1.85493
P3	C12	S283	3.37772	0.857505	146.982	146.982	1.92767
P3	C1	S195	3.21071	0.9198	123.87	123.87	2.21483
P3	C2	S203	2.50924	0.831114	24.345	24.345	1.88516
P3	C3	S211	3.60985	0.968952	133.653	133.653	2.12957
P3	C4	S219	3.20461	0.91842	127.858	127.858	2.06976
P3	C5	S227	3.20467	0.856329	132.453	132.453	1.94963
P3	C6	S235	3.43474	0.95167	130.176	130.176	2.13788
P3	C7	S243	3.11312	0.823018	130.224	130.224	1.85418
P3	C8	S251	3.40399	0.917599	138.529	138.529	2.05588
P3	C9	S259	3.15232	0.875953	110.559	110.559	1.9818
P3	D10	S268	2.95884	0.909459	109.699	109.699	2.29006
P3	D11	S276	3.31406	0.928183	124.771	124.771	2.0747
P3	D12	S284	3.35621	0.896823	129.69	129.69	2.03891
P3	D1	S196	3.45988	0.93511	138.735	138.735	2.08998
P3	D2	S204	3.46646	0.975272	128.606	128.606	2.21542
P3	D3	S212	3.37015	0.916884	143.894	143.894	2.06608
P3	D4	S220	3.20843	0.935142	126.224	126.224	2.25515
P3	D5	S228	3.23328	0.900386	112.021	112.021	2.04606
P3	D6	S236	3.17865	0.934846	103.062	103.062	2.15079
P3	D7	S244	3.42413	0.943918	128.978	128.978	2.10187
P3	D8	S252	3.09648	0.932407	111.47	111.47	2.15349
P3	D9	S260	3.23768	0.871074	124.832	124.832	1.98463
P3	E10	S269	3.38332	0.956628	101.137	101.137	2.15221
P3	E11	S277	3.38513	0.931587	145.316	145.316	2.12846
P3	E12	S285	3.33463	0.883201	133.903	133.903	2.00149
P3	E1	S197	2.90479	0.808899	117.767	117.767	1.89856
P3	E2	S205	3.39687	0.957938	107.409	107.409	2.12521
P3	E3	S213	3.39956	0.901693	127.907	127.907	2.02935
P3	E4	S221	3.35618	0.934568	119.074	119.074	2.12475
P3	E5	S229	3.39966	0.912957	138.481	138.481	2.03062
P3	E6	S237	3.30798	0.947136	124.369	124.369	2.17962
P3	E7	S245	3.54486	1.01295	130.332	130.332	2.28693
P3	E8	S253	3.22519	0.905617	132.539	132.539	2.0709
P3	E9	S261	3.19923	0.912493	120.13	120.13	2.09665
P3	F10	S270	3.23878	0.940969	104.356	104.356	2.13936
P3	F11	S278	3.48303	0.99752	115.672	115.672	2.23383
P3	F12	S286	3.3597	0.963688	108.68	108.68	2.18645
P3	F1	S198	3.39832	0.902288	132.795	132.795	2.02823
P3	F2	S206	3.42827	0.935863	110.164	110.164	2.07641
P3	F3	S214	3.28792	0.907837	119.826	119.826	2.07414
P3	F4	S222	2.00696	0.715931	60.617	60.617	1.86463
P3	F5	S230	3.29958	0.915209	125.198	125.198	2.10835
P3	F6	S238	3.00719	0.873918	116.828	116.828	2.0396
P3	F7	S246	3.54855	0.945457	132.36	132.36	2.0908
P3	F8	S254	3.49235	0.96481	127.47	127.47	2.15295
P3	F9	S262	2.96559	0.913963	100.522	100.522	2.2324
P3	G10	S271	3.35689	0.940478	122.758	122.758	2.08877
P3	G11	S279	2.9858	0.788165	127.321	127.321	1.8061
P3	G12	S287	3.27224	0.913937	121.728	121.728	2.08753
P3	G1	S199	3.24351	0.881755	129.392	129.392	2.02889
P3	G2	S207	3.54385	1.03884	139.771	139.771	2.35289
P3	G3	S215	3.32082	0.906849	113.25	113.25	2.0113
P3	G4	S223	1.88699	0.681424	50.1245	50.1245	1.75359
P3	G5	S231	3.35893	0.939718	126	126	2.10183
P3	G6	S239	3.66653	0.960066	144.938	144.938	2.10496
P3	G7	S247	3.2955	0.938814	123.133	123.133	2.13639
P3	G8	S255	3.53723	0.946538	129.085	129.085	2.13763
P3	G9	S263	3.28294	0.861815	126.143	126.143	1.92587
P3	H10	S272	3.40273	0.898029	138.427	138.427	2.05667
P3	H11	S280	3.21449	0.873696	132.654	132.654	1.99097
P3	H12	S288	3.35829	0.91399	131.179	131.179	2.08228
P3	H1	S200	1.43162	0.36518	65.5341	65.5341	0.773404
P3	H2	S208	3.1989	0.878633	138.754	138.754	2.02295
P3	H3	S216	3.49223	0.976313	115.742	115.742	2.20318
P3	H4	S224	3.45768	0.983025	127.641	127.641	2.27645
P3	H5	S232	3.22307	0.895878	131.964	131.964	2.04561
P3	H6	S240	3.33962	0.901756	135.186	135.186	2.03378
P3	H7	S248	3.23294	0.851429	122.463	122.463	1.92824
P3	H8	S256	3.25735	0.917517	119.174	119.174	2.07631
P3	H9	S264	3.30229	0.940552	115.236	115.236	2.16431
P4	A10	S361	2.86657	0.863962	119.063	119.063	2.15333
P4	A11	S369	3.24671	0.891789	121.351	121.351	1.99687
P4	A12	S377	3.68838	0.970972	143.616	143.616	2.16076
P4	A1	S289	3.36693	0.99545	108.895	108.895	2.25766
P4	A2	S297	3.47318	0.983843	125.637	125.637	2.1954
P4	A3	S305	3.53934	1.04571	110.692	110.692	2.44019
P4	A4	S313	3.33963	0.976426	123.77	123.77	2.23478
P4	A5	S321	3.3098	0.938687	126.191	126.191	2.15615
P4	A6	S329	3.09465	0.858206	121.846	121.846	1.98859
P4	A7	S337	3.28499	0.859893	138.643	138.643	1.96446
P4	A8	S345	3.27009	0.910997	125.895	125.895	2.04291
P4	A9	S353	3.06144	0.94808	110.069	110.069	2.22003
P4	B10	S362	3.06646	0.888356	110.308	110.308	2.05166
P4	B11	S370	3.16667	0.928464	103.144	103.144	2.12442
P4	B12	S378	3.39744	0.886534	137.073	137.073	2.00903
P4	B1	S290	3.33461	0.911022	114.615	114.615	2.06083
P4	B2	S298	3.23387	0.957459	113.836	113.836	2.19155
P4	B3	S306	2.93748	0.878914	114.079	114.079	2.1879
P4	B4	S314	3.38174	0.965955	122.242	122.242	2.20929
P4	B5	S322	3.34612	0.988948	110.225	110.225	2.26939
P4	B6	S330	3.19417	0.978536	112.08	112.08	2.31864
P4	B7	S338	1.76445	0.594455	46.9603	46.9603	1.46321
P4	B8	S346	3.11559	0.980237	107.803	107.803	2.38744
P4	B9	S354	3.31773	0.969176	101.529	101.529	2.18763
P4	C10	S363	3.13752	0.877494	118.04	118.04	1.99013
P4	C11	S371	3.15053	0.922862	103.889	103.889	2.10739
P4	C12	S379	3.20437	0.866415	122.028	122.028	1.96434
P4	C1	S291	3.31774	0.922232	115.36	115.36	2.081
P4	C2	S299	3.37747	0.892618	121.757	121.757	2.00869
P4	C3	S307	3.21421	0.977329	103.387	103.387	2.26914
P4	C4	S315	3.18569	0.917861	128.866	128.866	2.1259
P4	C5	S323	3.42608	0.916727	138.215	138.215	2.0712
P4	C6	S331	3.14146	0.931587	101.022	101.022	2.15874
P4	C7	S339	3.58128	1.03306	136.786	136.786	2.35126
P4	C8	S347	3.14871	0.975169	108.809	108.809	2.30184
P4	C9	S355	3.24027	0.9332	118.921	118.921	2.21915
P4	D10	S364	3.43265	0.92421	135.889	135.889	2.07973
P4	D11	S372	3.17023	0.920477	119.01	119.01	2.16343
P4	D12	S380	3.52899	0.994868	101.124	101.124	2.21446
P4	D1	S292	1.91029	0.600585	70.4288	70.4288	1.40064
P4	D2	S300	3.38279	0.925458	121.487	121.487	2.0788
P4	D3	S308	1.43619	0.374173	70.521	70.521	0.800416
P4	D4	S316	3.16414	0.930973	117.744	117.744	2.17929
P4	D5	S324	3.3432	0.933492	126.659	126.659	2.13855
P4	D6	S332	3.2421	0.913986	107.473	107.473	2.05718
P4	D7	S340	2.96875	0.870778	111.19	111.19	2.0352
P4	D8	S348	3.02444	0.878234	103.957	103.957	2.02103
P4	D9	S356	3.32553	0.90718	139.318	139.318	2.08957
P4	E10	S365	3.06374	0.926133	92.4867	92.4867	2.24367
P4	E11	S373	3.1652	0.859792	122.586	122.586	1.98488
P4	E12	S381	3.3007	0.923206	118.865	118.865	2.09128
P4	E1	S293	3.35289	0.911197	119.294	119.294	2.03596
P4	E2	S301	3.19929	0.962936	76.5269	76.5269	2.18041
P4	E3	S309	3.65465	0.996041	132.568	132.568	2.2262
P4	E4	S317	3.48128	0.937835	128.203	128.203	2.10735
P4	E5	S325	3.30877	0.939723	114.051	114.051	2.1396
P4	E6	S333	3.05452	0.89323	107.812	107.812	2.06641
P4	E7	S341	3.36393	0.902529	133.453	133.453	2.06202
P4	E8	S349	3.2384	0.846051	134.155	134.155	1.93321
P4	E9	S357	3.17627	0.946725	119.097	119.097	2.24461
P4	F10	S366	1.57608	0.723925	5.92557	5.9883	1.7728
P4	F11	S374	3.1854	0.917738	114.77	114.77	2.13043
P4	F12	S382	3.39932	0.90294	122.626	122.626	2.00537
P4	F1	S294	3.17132	0.950015	115.477	115.477	2.27194
P4	F2	S302	3.3443	0.924903	127.537	127.537	2.14369
P4	F3	S310	3.34393	1.00707	111.794	111.794	2.31866
P4	F4	S318	3.16815	0.985139	107.158	107.158	2.36937
P4	F5	S326	3.64508	0.973826	134.602	134.602	2.1316
P4	F6	S334	3.18733	0.9174	118.104	118.104	2.15777
P4	F7	S342	3.30382	0.890975	121.312	121.312	2.00984
P4	F8	S350	2.86137	0.862296	80.8192	80.8192	2.02012
P4	F9	S358	3.14232	0.860332	122.992	122.992	1.98289
P4	G10	S367	3.24917	0.940742	117.128	117.128	2.13392
P4	G11	S375	2.93956	0.814501	102.514	102.514	1.8765
P4	G12	S383	3.30044	0.875514	125.672	125.672	1.96974
P4	G1	S295	3.29975	0.912538	128.712	128.712	2.05665
P4	G2	S303	2.97037	0.888822	98.773	98.773	2.15008
P4	G3	S311	3.31455	0.943956	125.571	125.571	2.14963
P4	G4	S319	3.25158	0.874068	134.142	134.142	1.97869
P4	G5	S327	3.38826	0.967759	128.162	128.162	2.24323
P4	G6	S335	2.76565	0.968655	21.7649	21.7649	2.23294
P4	G7	S343	3.31505	0.970046	108.033	108.033	2.25018
P4	G8	S351	3.22512	0.880899	122.742	122.742	2.01435
P4	G9	S359	3.27787	0.93115	135.748	135.748	2.13546
P4	H10	S368	3.32017	0.968837	120.924	120.924	2.25569
P4	H11	S376	3.32487	0.896431	132.356	132.356	2.02113
P4	H12	S384	3.40522	0.896315	136.485	136.485	2.00827
P4	H1	S296	3.267	0.953832	130.486	130.486	2.27889
P4	H2	S304	3.23401	0.923966	124.459	124.459	2.12831
P4	H3	S312	3.55308	0.980995	131.453	131.453	2.19896
P4	H4	S320	3.14594	0.939425	127.935	127.935	2.27145
P4	H5	S328	3.31239	0.924071	118.94	118.94	2.06805
P4	H6	S336	3.23616	0.91944	109.96	109.96	2.09254
P4	H7	S344	3.48596	0.954094	134.759	134.759	2.15932
P4	H8	S352	3.60652	0.955587	146.209	146.209	2.17578
P4	H9	S360	3.30246	0.979579	107.459	107.459	2.24619
P5	A10	S457	3.3271	0.930245	128.174	128.174	2.13876
P5	A11	S465	3.31335	0.990384	105.046	105.046	2.27764
P5	A12	S473	3.40827	1.14806	97.5599	97.5599	2.70966
P5	A1	S385	2.95516	0.92646	102.072	102.072	2.29838
P5	A2	S393	3.60413	1.03656	124.993	124.993	2.33384
P5	A3	S401	3.19096	0.916111	115.095	115.095	2.18966
P5	A4	S409	3.31444	0.960712	110.667	110.667	2.21325
P5	A5	S417	3.05076	0.904662	116.399	116.399	2.22261
P5	A6	S425	3.58208	1.01862	107.62	107.62	2.25914
P5	A7	S433	3.04166	0.865198	121.277	121.277	2.00387
